TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
ORL,25,42,14,28,13.8,4.2,1.6,3.0,54.0,0.0,0.0,0.0,1.0,1.5,68.9,1.7,2.6,4.3,0.8,0.5,0.4,0.5,1.3,12.7,3,0,0.3
BKN,31,31,12,19,11.6,4.2,1.7,3.0,55.9,0.1,0.6,22.2,0.7,1.0,76.7,1.0,2.1,3.2,0.4,1.1,0.2,0.4,1.3,9.2,0,0,-2.9
ORL,27,5,0,5,8.5,4.2,1.4,2.0,70.0,0.4,0.6,66.7,1.0,1.2,83.3,0.4,1.4,1.8,0.0,0.4,0.4,0.0,1.2,7.2,0,0,-2.6
DEN,27,39,22,17,16.1,4.2,1.6,3.5,45.3,0.4,1.5,29.3,0.6,0.9,62.9,1.0,2.2,3.3,0.6,0.5,0.3,0.4,1.6,10.6,0,0,-1.6
LAC,24,73,36,37,12.1,4.2,1.8,3.5,49.4,0.1,0.8,16.7,0.5,0.8,66.1,0.6,1.8,2.4,0.5,0.5,0.3,0.1,1.0,8.7,0,0,0.8
LAL,23,54,22,32,12.7,4.1,1.7,4.1,42.0,0.3,1.0,25.0,0.4,0.5,75.9,0.4,1.4,1.8,1.9,0.7,0.6,0.2,1.4,10.7,1,0,-0.4
NYK,24,44,11,33,10.8,4.1,1.6,3.7,44.7,0.5,1.5,32.4,0.4,0.5,69.6,0.2,1.7,1.9,0.7,0.4,0.3,0.0,0.8,8.1,2,0,-0.9
IND,24,23,14,9,14.7,4.1,1.6,3.7,42.4,0.6,1.5,41.2,0.4,0.5,81.8,0.5,1.1,1.6,0.7,0.2,0.6,0.0,0.6,8.8,0,0,0.0
SAS,26,55,30,25,9.7,4.1,1.8,3.5,51.6,0.0,0.1,0.0,0.5,0.9,63.8,1.1,2.0,3.1,0.7,0.6,0.2,0.1,0.8,9.0,1,0,-1.2
PHX,23,20,2,18,11.2,4.1,1.4,3.7,37.8,0.9,2.9,31.0,0.4,0.5,80.0,0.4,1.5,1.9,0.6,0.2,0.1,0.1,0.7,7.6,0,0,1.8
NYK,30,73,25,48,18.5,4.1,1.4,3.7,38.2,0.7,1.7,40.3,0.6,0.7,83.0,0.6,1.8,2.4,0.6,0.6,0.4,0.2,1.8,9.1,0,0,-2.5
GSW,22,66,45,21,13.8,4.0,1.7,2.9,58.0,0.0,0.1,20.0,0.6,1.2,54.5,1.3,2.0,3.3,0.6,0.5,0.5,0.8,1.6,12.5,0,0,1.8
MIA,23,23,15,8,12.4,4.0,1.7,3.6,47.6,0.1,0.7,12.5,0.6,0.8,68.4,0.8,2.7,3.5,0.4,0.8,0.3,0.4,1.6,10.2,0,0,-1.3
CHI,24,54,17,37,15.3,4.0,1.5,4.3,34.6,0.7,2.0,33.6,0.4,0.5,76.0,0.2,2.2,2.4,0.9,0.8,0.4,0.3,1.6,9.4,0,0,-4.0
MIL,23,54,26,28,14.4,4.0,1.5,3.8,40.0,0.6,1.7,35.2,0.4,0.4,87.5,0.5,2.1,2.6,0.5,0.5,0.6,0.2,1.5,9.9,0,0,-0.9
GSW,22,57,41,16,16.9,4.0,1.6,3.9,40.9,0.3,1.4,23.8,0.5,0.6,76.5,0.3,1.2,1.4,1.4,0.7,0.8,0.2,1.2,9.9,0,0,-1.5
PHX,25,5,1,4,14.1,4.0,1.4,3.6,38.9,0.0,0.0,0.0,1.2,1.8,66.7,0.6,3.8,4.4,1.6,1.4,1.0,0.2,2.6,13.9,0,0,0.2
HOU,21,1,0,1,21.6,4.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,4.0,7.3,0,0,-8.0
DET,21,38,21,17,8.7,4.0,1.4,3.8,36.3,0.5,1.6,33.3,0.7,0.8,86.2,0.3,1.9,2.1,0.5,0.5,0.1,0.0,0.6,7.2,1,0,-0.1
IND,26,53,28,25,10.5,3.9,1.5,3.5,43.0,0.5,1.2,37.9,0.4,0.5,75.9,0.2,1.0,1.2,0.7,0.5,0.3,0.0,0.7,6.8,0,0,-1.0
CLE,23,61,35,26,11.0,3.9,1.5,3.0,48.4,0.5,1.4,36.8,0.4,0.8,56.5,0.3,1.7,2.0,0.7,0.5,0.4,0.0,1.3,8.0,0,0,0.6
OKC,29,82,48,34,15.5,3.9,1.3,3.2,39.8,0.8,2.1,38.6,0.5,0.6,87.0,0.4,2.0,2.4,0.7,0.4,0.6,0.3,1.1,9.9,0,0,-0.9
LAC,23,73,36,37,15.8,3.9,1.4,3.2,42.9,0.3,0.8,37.7,0.8,1.2,67.0,0.5,1.5,1.9,0.9,0.7,0.7,0.3,1.7,9.8,0,0,-1.4
HOU,24,5,3,2,9.0,3.8,1.4,4.0,35.0,0.6,2.8,21.4,0.4,0.4,100,0.0,1.0,1.0,0.6,0.4,0.6,0.0,1.4,7.3,0,0,0.2
LAL,21,43,19,24,9.5,3.7,1.4,2.8,50.0,0.0,0.0,0.0,0.9,1.2,76.5,1.0,1.8,2.9,0.6,0.6,0.2,0.3,1.1,9.0,1,0,1.0
CLE,21,32,21,11,6.7,3.7,1.5,2.1,73.1,0.0,0.0,0.0,0.7,0.9,72.4,0.8,1.1,1.9,0.2,0.3,0.1,0.4,0.9,7.3,0,0,-1.2
ORL,23,62,18,44,16.5,3.7,1.5,3.5,42.7,0.1,0.7,19.6,0.5,0.8,72.3,0.6,1.6,2.2,0.9,0.5,0.5,0.2,1.3,9.4,0,0,-1.7
MEM,25,3,0,3,24.6,3.7,1.3,5.3,25.0,0.3,1.3,25.0,0.7,1.7,40.0,0.3,1.7,2.0,4.3,1.0,1.3,0.0,1.7,15.6,0,0,-8.0
LAL,24,37,16,21,15.2,3.6,1.4,3.1,43.1,0.4,1.2,30.2,0.6,0.8,70.0,0.4,1.4,1.8,2.0,1.1,0.6,0.3,1.4,10.3,0,0,-0.1
DET,23,16,6,10,8.7,3.6,1.3,4.4,30.0,0.3,1.2,21.1,0.7,0.8,91.7,0.2,0.9,1.1,1.3,1.0,0.2,0.1,0.7,6.5,0,0,-3.0
HOU,26,51,40,11,10.5,3.5,1.5,2.5,59.1,0.0,0.2,9.1,0.6,1.2,46.0,1.2,2.0,3.2,0.3,0.7,0.4,0.6,2.1,10.1,2,0,-1.5
DAL,32,61,21,40,11.9,3.5,1.4,2.2,64.2,0.0,0.0,0.0,0.6,1.1,57.6,1.4,2.6,4.0,0.6,0.6,0.4,1.1,2.0,12.9,1,0,0.3
WAS,32,33,15,18,8.6,3.4,1.4,3.5,39.1,0.1,1.0,12.5,0.6,0.6,90.5,0.5,1.1,1.6,0.4,0.5,0.1,0.4,1.3,7.0,0,0,-2.5
TOR,22,26,8,18,12.4,3.4,1.2,3.5,33.3,0.5,1.5,30.0,0.7,0.8,77.3,0.2,1.1,1.3,0.5,0.4,0.4,0.0,1.0,6.6,0,0,-2.2
BKN,24,10,2,8,12.5,3.4,1.3,4.7,27.7,0.4,2.3,17.4,0.4,0.8,50.0,0.3,1.5,1.8,1.0,0.2,0.6,0.2,1.3,9.3,0,0,-1.2
NOP,25,5,4,1,7.0,3.4,1.4,3.2,43.8,0.2,0.2,100,0.4,0.6,66.7,0.0,0.4,0.4,1.0,0.8,0.0,0.2,1.0,5.2,0,0,-3.0
POR,26,33,17,16,7.7,3.4,1.4,2.4,59.0,0.3,0.8,42.3,0.3,0.3,81.8,0.4,1.8,2.1,0.5,0.3,0.2,0.0,1.1,7.0,0,0,-1.1
ORL,32,53,16,37,12.9,3.4,1.2,3.1,40.1,0.5,1.3,38.6,0.4,0.5,84.6,0.1,1.2,1.2,0.6,0.4,0.1,0.2,1.1,6.1,0,0,-1.8
UTA,27,3,3,0,3.1,3.3,0.7,1.0,66.7,0.7,1.0,66.7,1.3,1.3,100,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,3.0,0,0,-3.7
DEN,23,3,2,1,8.4,3.3,1.3,2.0,66.7,0.0,0.3,0.0,0.7,0.7,100,0.0,0.7,0.7,2.3,0.3,1.0,0.0,0.3,10.3,0,0,-2.3
CLE,25,6,2,4,13.3,3.3,1.2,2.7,43.8,0.7,1.8,36.4,0.3,0.5,66.7,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,6.9,0,0,-0.2
CHA,22,53,25,28,13.5,3.3,1.4,3.6,37.5,0.2,0.8,25.6,0.4,0.5,80.0,0.1,2.3,2.3,0.7,0.4,0.3,0.0,0.9,7.8,0,0,0.2
DEN,22,25,15,10,11.1,3.3,1.2,3.0,38.7,0.6,2.0,28.0,0.4,0.5,83.3,0.7,1.4,2.2,0.5,0.4,0.2,0.1,1.0,7.3,0,0,-1.0
MIL,40,51,27,24,16.0,3.3,1.2,3.0,38.3,0.8,2.3,34.8,0.2,0.2,88.9,0.1,0.8,0.9,1.2,0.5,0.8,0.3,1.0,8.9,0,0,0.4
SAS,23,17,7,10,8.2,3.2,0.9,1.9,48.5,0.5,0.8,61.5,0.8,1.2,70.0,0.3,1.2,1.5,0.5,0.4,0.2,0.2,0.5,6.7,0,0,1.8
PHX,32,48,7,41,14.3,3.2,1.0,2.5,39.3,0.6,1.7,36.3,0.6,0.7,77.1,0.2,1.8,2.0,1.6,0.6,0.5,0.2,1.8,9.6,0,0,0.0
DEN,21,62,34,28,9.4,3.2,1.2,2.9,41.0,0.5,1.3,34.1,0.4,0.5,66.7,0.2,0.9,1.1,0.5,0.4,0.2,0.1,0.6,6.0,0,0,-0.4
DAL,26,32,9,23,15.0,3.2,1.2,3.1,38.4,0.1,0.5,23.5,0.7,1.3,52.5,1.0,2.3,3.3,1.8,0.8,0.5,0.3,1.4,11.5,1,0,-0.9
OKC,20,61,37,24,12.5,3.1,1.1,2.8,41.4,0.7,2.0,33.3,0.1,0.2,90.0,0.3,0.5,0.8,0.3,0.2,0.4,0.2,1.4,6.0,0,0,-1.4
MIA,21,20,9,11,12.3,3.1,1.1,2.7,39.6,0.2,0.9,16.7,0.8,1.2,66.7,1.1,0.9,1.9,0.5,0.4,0.2,0.7,1.2,8.2,0,0,-1.8
BOS,24,48,33,15,10.9,3.0,1.0,3.1,33.6,0.5,1.4,35.4,0.5,0.8,59.0,0.3,1.2,1.5,0.5,0.7,0.3,0.2,0.9,6.5,0,0,-2.3
MIN,25,1,0,1,3.7,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0,0,3.0
PHX,23,21,2,19,11.5,3.0,1.0,3.6,28.9,0.5,1.8,28.9,0.4,0.6,66.7,0.1,1.8,1.9,0.6,0.5,0.5,0.1,0.8,7.4,0,0,-3.6
LAL,25,23,10,13,9.6,3.0,1.3,3.2,40.5,0.3,1.1,24.0,0.1,0.4,33.3,0.6,1.3,1.9,0.9,0.3,0.3,0.1,1.3,7.7,1,0,0.5
BOS,23,13,8,5,8.8,3.0,1.2,2.0,57.7,0.2,0.5,42.9,0.5,1.0,46.2,0.5,1.0,1.5,0.6,0.6,0.2,0.1,0.5,6.0,0,0,1.4
CLE,33,1,0,1,14.5,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,9.2,0,0,3.0
UTA,24,1,0,1,0.5,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,5.0
SAC,23,9,6,3,13.6,3.0,1.2,3.7,33.3,0.4,1.8,25.0,0.1,0.3,33.3,0.4,2.0,2.4,0.7,0.2,0.2,0.3,0.9,8.4,0,0,1.0
WAS,27,59,31,28,14.2,3.0,1.2,2.9,39.5,0.3,0.9,30.4,0.4,0.5,76.7,0.3,1.6,1.9,3.3,1.0,0.8,0.1,1.6,12.0,0,0,-1.5
IND,21,53,31,22,8.7,2.9,1.2,2.6,47.1,0.3,0.8,42.9,0.2,0.3,62.5,0.5,1.0,1.5,0.2,0.2,0.1,0.1,0.8,5.4,0,0,-1.5
DAL,24,7,0,7,9.1,2.9,0.9,2.6,33.3,0.9,2.1,40.0,0.3,0.3,100,0.1,0.9,1.0,0.4,0.3,0.3,0.0,1.1,5.3,0,0,2.7
DEN,30,19,12,7,7.4,2.8,1.2,2.5,46.8,0.4,1.2,34.8,0.1,0.2,66.7,0.2,0.6,0.8,0.5,0.8,0.4,0.2,1.2,5.4,0,0,-1.7
PHI,22,6,4,2,10.2,2.8,0.8,2.3,35.7,0.5,1.7,30.0,0.7,1.0,66.7,0.0,0.3,0.3,0.3,0.2,0.0,0.0,0.7,3.6,0,0,-4.3
MEM,25,18,8,10,13.1,2.8,1.1,2.4,44.2,0.2,0.6,36.4,0.4,0.6,80.0,0.4,1.5,1.9,1.2,0.8,1.0,0.3,1.6,9.9,0,0,-5.9
BOS,23,73,50,23,15.8,2.7,0.9,2.6,34.6,0.5,1.7,32.0,0.3,0.6,61.0,0.5,1.7,2.2,0.3,0.3,0.3,0.1,1.2,6.4,0,0,-2.5
PHI,25,3,1,2,6.0,2.7,0.7,2.3,28.6,0.7,2.3,28.6,0.7,0.7,100,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.3,4.1,0,0,0.3
UTA,31,63,36,27,12.9,2.6,1.0,1.9,50.0,0.0,0.0,0.0,0.7,0.9,75.0,1.1,1.3,2.4,0.8,0.3,0.7,1.2,1.7,11.9,0,0,1.0
ATL,28,18,3,15,12.0,2.6,0.8,2.6,32.6,0.4,1.2,36.4,0.4,0.4,100,0.1,0.9,1.1,3.2,0.5,0.4,0.1,0.9,9.6,0,0,-0.1
TOR,25,15,15,0,8.4,2.5,0.9,1.9,46.4,0.5,1.4,38.1,0.3,0.3,100,0.3,0.7,1.0,0.2,0.3,0.1,0.1,0.7,4.3,0,0,0.5
HOU,33,20,17,3,5.7,2.5,1.0,2.9,32.8,0.6,2.0,27.5,0.1,0.1,50.0,0.0,0.4,0.4,0.6,0.5,0.2,0.0,0.3,3.9,0,0,-3.0
TOR,25,49,36,13,8.5,2.5,1.0,1.6,61.3,0.1,0.4,26.3,0.4,0.6,67.9,0.4,1.4,1.8,0.4,0.3,0.5,0.9,1.0,9.0,0,0,1.8
NYK,25,29,12,17,13.3,2.4,0.7,2.0,33.9,0.4,1.1,33.3,0.7,0.9,76.9,0.2,0.9,1.0,1.6,0.6,0.9,0.2,1.1,8.8,0,0,0.6
WAS,23,19,11,8,4.7,2.4,0.9,2.2,42.9,0.1,0.4,12.5,0.5,0.7,64.3,0.4,0.9,1.3,0.2,0.1,0.0,0.3,0.4,5.0,0,0,-0.8
NOP,27,12,8,4,15.6,2.4,0.9,3.4,26.8,0.3,1.8,19.0,0.3,0.5,50.0,0.8,2.3,3.0,1.8,0.8,0.6,0.1,1.8,10.0,0,0,-2.2
CHA,24,5,4,1,5.6,2.4,0.8,2.8,28.6,0.4,1.6,25.0,0.4,0.4,100,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,4.3,0,0,1.6
BOS,22,33,24,9,7.1,2.4,0.8,1.8,42.6,0.4,1.1,32.4,0.5,0.7,68.2,0.5,1.1,1.6,0.5,0.4,0.1,0.2,0.7,5.5,0,0,-0.2
MEM,24,18,2,16,5.4,2.4,1.1,2.3,47.6,0.0,0.1,0.0,0.2,0.3,60.0,0.5,1.2,1.7,0.1,0.3,0.5,0.3,0.7,6.8,0,0,-0.4
MIN,33,32,19,13,5.9,2.3,0.9,2.2,40.6,0.3,1.0,35.5,0.3,0.3,72.7,0.2,0.3,0.5,0.6,0.3,0.2,0.0,0.9,4.1,0,0,-2.3
OKC,26,69,43,26,14.2,2.3,0.9,2.6,33.0,0.5,1.7,28.7,0.1,0.3,30.0,0.6,1.7,2.3,0.3,0.4,0.2,0.6,1.2,7.7,0,0,1.6
SAS,27,64,38,26,9.0,2.3,0.9,2.0,43.3,0.2,0.8,27.8,0.3,0.7,51.2,0.1,1.0,1.1,0.6,0.5,0.4,0.1,0.9,5.5,0,0,-0.1
TOR,27,14,9,5,9.9,2.3,1.0,2.4,41.2,0.1,0.9,16.7,0.1,0.1,100,0.1,1.0,1.1,0.9,0.2,0.4,0.0,0.5,5.8,0,0,3.3
ORL,21,28,13,15,7.6,2.3,0.8,2.0,41.1,0.5,1.3,37.8,0.1,0.2,66.7,0.1,0.6,0.8,0.5,0.2,0.2,0.1,0.5,4.5,0,0,-0.4
POR,21,27,16,11,7.0,2.3,0.9,2.2,40.0,0.0,0.3,12.5,0.4,0.7,66.7,0.6,1.4,2.0,0.5,0.7,0.2,0.1,1.4,5.7,0,0,-0.4
CLE,29,24,17,7,7.3,2.3,0.7,2.5,28.8,0.5,1.5,30.6,0.4,0.5,69.2,0.3,0.8,1.0,0.2,0.3,0.3,0.1,0.4,4.6,0,0,-1.2
SAC,22,12,4,8,8.9,2.2,0.8,2.6,29.0,0.3,1.4,17.6,0.4,0.5,83.3,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,6.3,0,0,0.9
DET,26,67,32,35,12.0,2.1,1.0,1.8,54.1,0.0,0.0,0.0,0.2,0.4,37.9,1.2,2.9,4.1,1.2,0.6,0.5,0.8,1.7,11.9,2,0,0.1
POR,20,17,3,14,7.2,2.1,1.1,2.5,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,2.2,0.5,0.5,0.2,0.4,0.7,6.8,0,0,-0.3
OKC,37,15,9,6,5.0,2.1,0.9,1.3,68.4,0.0,0.0,0.0,0.3,0.9,38.5,0.5,0.9,1.3,0.3,0.5,0.0,0.0,0.5,3.6,0,0,-0.3
OKC,22,6,5,1,4.6,2.0,0.8,1.8,45.5,0.3,0.8,40.0,0.0,0.0,0.0,0.0,0.8,0.8,1.3,0.3,0.2,0.0,0.3,5.2,0,0,-2.0
WAS,23,1,0,1,13.2,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,11.0,0,0,10.0
IND,22,1,0,1,2.2,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,-6.0
BOS,28,1,0,1,5.3,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,3.0
ATL,30,1,0,1,5.4,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.2,0,0,-4.0
MIN,21,1,0,1,3.7,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0,0,3.0
LAL,33,1,0,1,13.1,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.5,0,0,-7.0
CHA,25,4,3,1,5.0,2.0,1.0,1.8,57.1,0.0,0.0,0.0,0.0,0.3,0.0,0.8,1.8,2.5,0.0,0.0,0.3,0.0,1.3,5.8,0,0,0.3
CHI,24,24,6,18,12.7,2.0,0.7,1.7,41.5,0.4,1.3,29.0,0.2,0.3,83.3,0.0,1.0,1.0,1.5,0.5,0.5,0.0,0.8,6.5,0,0,-1.0
CHI,30,23,6,17,8.5,2.0,0.6,2.1,28.6,0.1,1.0,13.6,0.6,0.7,82.4,0.3,0.8,1.2,0.4,0.5,0.3,0.1,1.0,4.8,0,0,-3.9
OKC,30,12,5,7,4.9,1.9,0.6,1.8,33.3,0.2,0.4,40.0,0.6,1.1,53.8,0.1,0.8,0.8,0.2,0.3,0.1,0.0,0.3,3.2,0,0,-0.1
MIA,23,16,8,8,9.2,1.8,0.5,1.6,32.0,0.4,1.1,41.2,0.4,0.4,100,0.1,0.9,1.0,1.0,0.1,0.4,0.2,0.4,6.3,0,0,-1.9
OKC,22,31,21,10,5.2,1.8,0.7,1.3,56.4,0.0,0.0,0.0,0.4,0.6,55.0,0.5,0.6,1.1,0.3,0.1,0.2,0.3,0.9,4.7,0,0,1.1
MIL,25,8,5,3,6.5,1.8,0.1,0.4,33.3,0.0,0.0,0.0,1.5,2.0,75.0,0.5,1.6,2.1,0.3,0.4,0.0,0.1,1.3,4.7,0,0,-0.1
NOP,30,58,34,24,12.5,1.7,0.7,1.8,37.7,0.3,0.9,35.8,0.0,0.1,40.0,0.1,1.2,1.3,0.8,0.3,0.6,0.2,1.4,6.8,0,0,-3.6
IND,38,19,10,9,8.0,1.7,0.7,2.1,33.3,0.2,0.9,22.2,0.2,0.2,75.0,0.3,0.6,0.8,0.5,0.3,0.1,0.1,0.4,3.7,0,0,1.4
NYK,33,7,1,6,5.7,1.7,0.7,1.4,50.0,0.0,0.0,0.0,0.3,0.6,50.0,0.9,1.1,2.0,0.6,0.6,0.3,0.3,0.7,6.1,0,0,0.0
NOP,28,10,6,4,7.0,1.7,0.7,2.4,29.2,0.3,0.9,33.3,0.0,0.0,0.0,0.3,0.0,0.3,1.0,0.3,0.0,0.0,0.6,3.3,0,0,-1.3
GSW,23,15,7,8,5.9,1.7,0.7,1.5,50.0,0.0,0.0,0.0,0.2,0.3,60.0,0.3,0.6,0.9,0.1,0.3,0.1,0.2,0.9,3.5,0,0,0.0
MIA,24,3,1,2,3.8,1.7,0.7,2.0,33.3,0.3,1.7,20.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.3,1.7,0,0,5.3
PHI,20,14,11,3,5.7,1.6,0.6,2.0,28.6,0.4,1.2,29.4,0.1,0.3,50.0,0.1,0.6,0.8,0.3,0.1,0.1,0.1,0.9,3.5,0,0,-3.1
BKN,24,10,1,9,12.0,1.6,0.6,2.4,25.0,0.4,1.9,21.1,0.0,0.0,0.0,0.8,1.6,2.4,0.4,0.4,0.1,0.0,1.0,5.0,0,0,-2.6
TOR,25,14,13,1,3.8,1.5,0.6,1.1,53.3,0.2,0.6,33.3,0.1,0.2,66.7,0.1,0.4,0.5,0.1,0.2,0.1,0.1,0.6,2.4,0,0,-1.0
LAL,33,24,7,17,9.0,1.5,0.7,1.0,68.0,0.0,0.0,0.0,0.1,0.1,100,1.1,2.2,3.3,0.6,0.8,0.2,0.5,1.7,7.7,0,0,-1.2
DAL,28,10,2,8,3.9,1.5,0.6,1.6,37.5,0.2,1.0,20.0,0.1,0.2,50.0,0.1,0.9,1.0,0.0,0.2,0.0,0.3,0.3,3.4,0,0,2.1
MIL,24,6,3,3,6.3,1.5,0.5,1.0,50.0,0.0,0.2,0.0,0.5,1.0,50.0,1.0,0.7,1.7,0.0,0.3,0.3,0.0,0.5,4.2,0,0,-2.2
DEN,38,20,10,10,8.2,1.5,0.6,1.4,44.4,0.1,0.4,28.6,0.2,0.4,57.1,0.1,0.8,0.9,0.8,0.3,0.1,0.1,0.6,3.8,0,0,-2.1
MEM,23,4,0,4,1.9,1.5,0.8,1.3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.0,0.3,0.0,0.3,0.0,2.9,0,0,1.5
LAL,20,15,7,8,4.8,1.5,0.5,1.4,38.1,0.1,0.7,10.0,0.3,0.6,55.6,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,3.9,0,0,-0.6
MIN,24,42,24,18,5.3,1.4,0.5,1.1,43.8,0.1,0.4,26.7,0.3,0.5,61.9,0.2,0.2,0.4,0.2,0.1,0.1,0.0,0.8,2.5,0,0,-0.8
ATL,24,17,7,10,7.2,1.4,0.5,1.2,38.1,0.2,0.2,75.0,0.2,0.4,66.7,0.2,0.6,0.8,0.1,0.4,0.4,0.3,1.4,4.2,0,0,-2.6
HOU,23,3,2,1,4.3,1.3,0.3,1.0,33.3,0.0,0.7,0.0,0.7,0.7,100,0.0,1.0,1.0,0.3,0.7,0.0,0.0,0.3,2.4,0,0,-3.3
HOU,26,4,4,0,7.9,1.3,0.5,1.8,28.6,0.3,1.3,20.0,0.0,0.0,0.0,0.3,1.0,1.3,0.5,0.5,0.0,0.0,1.5,3.0,0,0,-4.3
CHI,31,18,7,11,10.1,1.2,0.5,1.2,40.9,0.0,0.0,0.0,0.2,0.7,30.8,0.5,2.1,2.6,0.2,0.5,0.1,0.2,1.1,5.1,0,0,-1.8
HOU,22,18,14,4,6.9,1.2,0.3,1.8,18.8,0.1,1.1,10.5,0.4,0.7,66.7,0.3,0.9,1.2,0.1,0.6,0.1,0.8,0.8,5.0,0,0,-3.7
IND,19,11,5,6,2.7,1.2,0.4,0.8,44.4,0.0,0.0,0.0,0.5,0.5,83.3,0.5,0.4,0.8,0.0,0.2,0.1,0.3,0.1,3.1,0,0,-1.3
SAS,25,14,8,6,6.8,1.1,0.4,1.4,26.3,0.0,0.4,0.0,0.4,0.5,85.7,0.0,0.5,0.5,0.8,0.3,0.1,0.0,0.5,3.1,0,0,0.9
PHI,23,15,12,3,5.3,1.1,0.5,1.2,38.9,0.1,0.5,14.3,0.1,0.1,50.0,0.3,0.5,0.8,0.6,0.7,0.3,0.1,0.5,3.5,0,0,-2.5
BOS,25,18,9,9,6.0,1.1,0.3,1.2,27.3,0.0,0.6,0.0,0.4,0.5,77.8,0.2,0.4,0.6,0.7,0.5,0.2,0.1,0.8,3.1,0,0,-1.1
IND,24,25,10,15,4.2,1.0,0.4,1.0,42.3,0.2,0.4,36.4,0.0,0.0,0.0,0.3,0.4,0.7,0.1,0.1,0.1,0.0,0.6,2.4,0,0,-0.8
LAL,27,2,1,1,4.3,1.0,0.5,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.6,0,0,-2.5
UTA,25,9,9,0,3.5,1.0,0.4,1.2,36.4,0.0,0.4,0.0,0.1,0.2,50.0,0.3,0.7,1.0,0.3,0.3,0.2,0.0,0.1,3.0,0,0,-1.4
SAS,24,4,2,2,8.1,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,2.3,0.5,0.3,0.5,0.5,1.8,7.2,0,0,3.8
OKC,21,2,1,1,1.6,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.1,0,0,-1.5
DET,26,3,3,0,2.2,1.0,0.3,0.7,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.7
